9.00,13.00,0.00,3.00,7.00,7.00,1.00,47.00,81.45,11.57,10906.35,0.31,167.00,0.09,605.91,942.52,54.00,113.00,35.00,15.00,61.00,0.00
11.00,19.00,0.00,4.00,10.00,10.00,7.00,43.00,42.93,17.24,12760.86,0.25,134.00,0.06,708.94,740.16,49.00,85.00,27.00,19.00,62.00,1.00
1.00,11.00,1.00,3.00,6.00,5.00,5.00,39.00,46.60,15.65,11417.66,0.24,139.00,0.06,634.31,729.46,48.00,91.00,23.00,15.00,52.00,1.00
6.00,7.00,0.00,1.00,4.00,3.00,3.00,35.00,55.28,14.40,11467.22,0.27,139.00,0.07,637.07,796.18,61.00,78.00,36.00,17.00,49.00,1.00
9.00,9.00,0.00,2.00,5.00,5.00,1.00,58.00,60.41,14.00,11840.44,0.28,154.00,0.07,657.80,845.75,56.00,98.00,30.00,15.00,75.00,1.00
2.00,11.00,0.00,3.00,6.00,5.00,1.00,43.00,41.29,16.25,10902.20,0.22,133.00,0.06,605.68,670.90,50.00,83.00,20.00,13.00,52.00,0.00
6.00,19.00,0.00,6.00,10.00,10.00,1.00,57.00,49.46,16.50,13466.32,0.27,168.00,0.06,748.13,816.14,54.00,114.00,18.00,11.00,78.00,1.00
2.00,35.00,0.00,1.00,18.00,18.00,11.00,49.00,58.14,13.44,10502.26,0.26,150.00,0.07,583.46,781.42,56.00,94.00,25.00,12.00,54.00,1.00
3.00,9.00,0.00,2.00,5.00,4.00,4.00,43.00,37.93,16.50,10325.25,0.21,122.00,0.06,573.62,625.77,44.00,78.00,20.00,15.00,50.00,0.00
6.00,21.00,0.00,2.00,11.00,11.00,8.00,49.00,43.32,16.23,11407.10,0.23,133.00,0.06,633.73,702.96,42.00,91.00,22.00,17.00,59.00,1.00
5.00,9.00,0.00,1.00,5.00,4.00,1.00,48.00,74.95,13.19,13042.34,0.33,178.00,0.08,724.57,988.72,69.00,109.00,34.00,13.00,56.00,0.00
3.00,21.00,1.00,1.00,11.00,11.00,1.00,52.00,49.35,14.67,10627.05,0.24,138.00,0.07,590.39,724.21,45.00,93.00,23.00,15.00,59.00,1.00
12.00,13.00,0.00,6.00,7.00,6.00,1.00,59.00,63.37,14.03,12478.80,0.30,161.00,0.07,693.27,889.29,58.00,103.00,31.00,15.00,79.00,0.00
2.00,8.00,0.00,0.00,5.00,5.00,3.00,49.00,81.84,12.00,11784.37,0.33,174.00,0.08,654.69,982.03,56.00,118.00,35.00,15.00,53.00,1.00
4.00,11.00,0.00,4.00,6.00,5.00,1.00,50.00,49.98,16.37,13409.92,0.27,156.00,0.06,745.00,818.68,63.00,93.00,25.00,13.00,60.00,1.00
6.00,9.00,0.00,3.00,5.00,5.00,1.00,51.00,50.46,15.29,11794.86,0.26,144.00,0.07,655.27,771.49,53.00,91.00,26.00,15.00,68.00,1.00
5.00,5.00,0.00,2.00,1.00,1.00,1.00,30.00,42.65,16.96,12266.65,0.24,135.00,0.06,681.48,723.27,53.00,82.00,25.00,16.00,39.00,1.00
0.00,14.00,0.00,0.00,8.00,7.00,1.00,57.00,51.90,15.52,12497.82,0.27,145.00,0.06,694.32,805.42,50.00,95.00,29.00,18.00,63.00,1.00
9.00,11.00,1.00,2.00,6.00,5.00,4.00,39.00,40.95,17.25,12185.29,0.24,131.00,0.06,676.96,706.39,46.00,85.00,24.00,18.00,53.00,1.00
4.00,9.00,0.00,4.00,5.00,4.00,1.00,49.00,45.08,15.83,11291.12,0.24,138.00,0.06,627.28,713.45,56.00,82.00,23.00,13.00,59.00,1.00
9.00,11.00,0.00,4.00,6.00,6.00,1.00,51.00,49.98,15.83,12518.41,0.26,153.00,0.06,695.47,791.00,56.00,97.00,23.00,13.00,66.00,1.00
4.00,9.00,0.00,0.00,5.00,4.00,3.00,21.00,35.28,17.27,10524.82,0.20,113.00,0.06,584.71,609.33,38.00,75.00,22.00,20.00,27.00,0.00
7.00,9.00,0.00,10.00,5.00,2.00,1.00,39.00,51.09,16.00,13079.79,0.27,148.00,0.06,726.66,817.49,60.00,88.00,30.00,16.00,61.00,0.00
7.00,13.00,0.00,3.00,7.00,7.00,1.00,57.00,66.40,13.81,12667.99,0.31,167.00,0.07,703.78,917.14,68.00,99.00,32.00,13.00,73.00,1.00
1.00,11.00,0.00,2.00,6.00,6.00,1.00,41.00,45.99,16.20,12069.00,0.25,149.00,0.06,670.50,745.00,54.00,95.00,20.00,12.00,47.00,0.00
2.00,9.00,4.00,4.00,5.00,4.00,5.00,36.00,36.96,18.00,11974.34,0.22,125.00,0.06,665.24,665.24,44.00,81.00,22.00,18.00,48.00,1.00
6.00,7.00,0.00,2.00,4.00,3.00,3.00,36.00,57.62,13.78,10946.73,0.26,138.00,0.07,608.15,794.17,60.00,78.00,37.00,17.00,50.00,1.00
