1.00,11.00,0.00,0.00,6.00,3.00,5.00,9.00,30.07,22.50,15224.23,0.23,133.00,0.04,845.79,676.63,40.00,93.00,16.00,18.00,12.00,1.00
7.00,11.00,0.00,1.00,6.00,3.00,6.00,24.00,17.66,30.00,15889.84,0.18,105.00,0.03,882.77,529.66,39.00,66.00,13.00,20.00,34.00,0.00
7.00,11.00,1.00,13.00,6.00,5.00,5.00,33.00,33.82,20.58,14323.04,0.23,126.00,0.05,795.72,695.97,49.00,77.00,25.00,21.00,57.00,1.00
4.00,11.00,2.00,0.00,6.00,4.00,1.00,29.00,22.09,23.75,12459.65,0.17,104.00,0.04,692.20,524.62,35.00,69.00,14.00,19.00,37.00,1.00
9.00,13.00,0.00,11.00,7.00,7.00,6.00,32.00,37.28,20.89,16271.82,0.26,141.00,0.05,903.99,778.82,65.00,76.00,28.00,18.00,54.00,1.00
4.00,19.00,0.00,0.00,10.00,3.00,6.00,19.00,20.30,24.89,12579.06,0.17,102.00,0.04,698.84,505.33,41.00,61.00,14.00,17.00,25.00,1.00
4.00,7.00,0.00,0.00,4.00,3.00,1.00,24.00,30.87,21.91,14824.86,0.23,128.00,0.05,823.60,676.53,63.00,65.00,23.00,16.00,30.00,1.00
6.00,13.00,0.00,5.00,7.00,5.00,5.00,25.00,33.02,20.83,14320.27,0.23,132.00,0.05,795.57,687.65,49.00,83.00,20.00,17.00,39.00,0.00
8.00,5.00,0.00,4.00,3.00,2.00,1.00,33.00,55.90,14.95,12492.89,0.28,154.00,0.07,694.05,835.64,69.00,85.00,30.00,13.00,53.00,0.00
5.00,11.00,0.00,0.00,6.00,5.00,4.00,24.00,23.82,22.63,12200.93,0.18,102.00,0.04,677.83,539.11,43.00,59.00,19.00,20.00,31.00,1.00
1.00,23.00,0.00,0.00,12.00,11.00,11.00,25.00,32.40,20.57,13717.23,0.22,128.00,0.05,762.07,666.81,54.00,74.00,21.00,16.00,28.00,1.00
10.00,9.00,1.00,3.00,5.00,5.00,1.00,45.00,65.89,15.60,16035.27,0.34,177.00,0.06,890.85,1027.90,78.00,99.00,40.00,16.00,61.00,1.00
4.00,15.00,0.00,8.00,8.00,4.00,5.00,29.00,30.14,22.82,15688.14,0.23,133.00,0.04,871.56,687.60,51.00,82.00,19.00,17.00,43.00,1.00
1.00,17.00,1.00,0.00,9.00,4.00,8.00,24.00,12.37,32.50,13063.03,0.13,93.00,0.03,725.72,401.94,35.00,58.00,7.00,13.00,30.00,1.00
7.00,9.00,0.00,0.00,5.00,3.00,4.00,33.00,44.35,17.28,13248.25,0.26,138.00,0.06,736.01,766.53,61.00,77.00,30.00,17.00,42.00,1.00
6.00,7.00,0.00,4.00,4.00,4.00,1.00,24.00,42.16,16.55,11541.82,0.23,136.00,0.06,641.21,697.58,56.00,80.00,22.00,13.00,38.00,1.00
43.00,1.00,0.00,0.00,1.00,1.00,1.00,60.00,559.62,4.93,13602.70,0.92,425.00,0.20,755.71,2759.04,212.00,213.00,86.00,4.00,105.00,1.00
8.00,19.00,0.00,6.00,10.00,9.00,8.00,46.00,40.53,18.24,13485.60,0.25,138.00,0.05,749.20,739.34,57.00,81.00,25.00,16.00,62.00,1.00
3.00,13.00,0.00,2.00,8.00,1.00,1.00,28.00,11.58,37.29,16102.90,0.14,93.00,0.03,894.61,431.88,29.00,64.00,7.00,18.00,35.00,1.00
9.00,11.00,1.00,1.00,6.00,5.00,1.00,37.00,46.53,17.33,13978.29,0.27,146.00,0.06,776.57,806.44,65.00,81.00,30.00,16.00,50.00,1.00
3.00,17.00,0.00,2.00,9.00,4.00,9.00,17.00,17.57,26.25,12107.75,0.15,94.00,0.04,672.65,461.25,35.00,59.00,12.00,18.00,25.00,1.00
11.00,5.00,0.00,7.00,3.00,3.00,1.00,35.00,108.64,10.29,11493.95,0.37,197.00,0.10,638.55,1117.47,96.00,101.00,42.00,9.00,55.00,1.00
1.00,3.00,0.00,0.00,2.00,2.00,1.00,27.00,30.84,19.79,12079.19,0.20,119.00,0.05,671.07,610.38,47.00,72.00,19.00,16.00,30.00,0.00
14.00,7.00,0.00,0.00,4.00,3.00,4.00,32.00,44.69,18.07,14589.43,0.27,155.00,0.06,810.52,807.47,53.00,102.00,22.00,15.00,48.00,1.00
9.00,17.00,4.00,0.00,9.00,9.00,1.00,22.00,36.24,19.50,13780.28,0.24,147.00,0.05,765.57,706.68,52.00,95.00,16.00,12.00,38.00,1.00
6.00,13.00,0.00,0.00,7.00,7.00,5.00,43.00,33.50,20.95,14705.20,0.23,131.00,0.05,816.96,701.84,44.00,87.00,21.00,20.00,51.00,0.00
5.00,9.00,0.00,0.00,5.00,3.00,4.00,24.00,12.66,30.81,12019.46,0.13,84.00,0.03,667.75,390.08,29.00,55.00,8.00,17.00,31.00,1.00
8.00,39.00,0.00,36.00,20.00,2.00,20.00,53.00,36.42,19.00,13146.00,0.23,136.00,0.05,730.33,691.89,38.00,98.00,17.00,17.00,99.00,0.00
9.00,10.00,6.00,0.00,6.00,6.00,1.00,43.00,52.31,17.16,15395.56,0.30,159.00,0.06,855.31,897.37,61.00,98.00,32.00,18.00,60.00,1.00
6.00,13.00,1.00,0.00,7.00,5.00,3.00,32.00,33.07,18.75,11627.18,0.21,115.00,0.05,645.95,620.12,50.00,65.00,24.00,18.00,41.00,0.00
9.00,13.00,0.00,0.00,7.00,7.00,3.00,21.00,45.99,16.20,12070.13,0.25,140.00,0.06,670.56,745.07,54.00,86.00,25.00,15.00,32.00,1.00
3.00,9.00,0.00,3.00,5.00,3.00,3.00,27.00,16.85,29.29,14452.03,0.16,97.00,0.03,802.89,493.48,41.00,56.00,14.00,20.00,33.00,1.00
4.00,11.00,0.00,1.00,6.00,2.00,6.00,24.00,32.79,21.44,15069.64,0.23,128.00,0.05,837.20,702.96,49.00,79.00,24.00,21.00,32.00,1.00
10.00,1.00,0.00,1.00,1.00,1.00,1.00,38.00,78.09,13.40,14021.41,0.35,204.00,0.07,778.97,1046.36,67.00,137.00,25.00,10.00,51.00,0.00
13.00,11.00,0.00,0.00,10.00,2.00,1.00,58.00,35.85,19.00,12942.93,0.23,128.00,0.05,719.05,681.21,42.00,86.00,21.00,19.00,74.00,0.00
16.00,7.00,0.00,3.00,4.00,4.00,1.00,28.00,46.75,16.19,12247.78,0.25,137.00,0.06,680.43,756.73,46.00,91.00,27.00,19.00,49.00,0.00
3.00,9.00,2.00,1.00,5.00,1.00,3.00,36.00,25.53,24.50,15326.24,0.21,121.00,0.04,851.46,625.56,49.00,72.00,18.00,18.00,47.00,0.00
15.00,1.00,0.00,19.00,1.00,1.00,1.00,27.00,70.45,14.15,14113.40,0.33,196.00,0.07,784.08,997.14,92.00,104.00,26.00,8.00,64.00,1.00
4.00,5.00,0.00,0.00,3.00,1.00,1.00,38.00,78.46,12.88,13018.74,0.34,180.00,0.08,723.26,1010.65,89.00,91.00,38.00,11.00,44.00,1.00
1.00,19.00,0.00,0.00,10.00,9.00,10.00,25.00,32.67,20.57,13824.40,0.22,129.00,0.05,768.02,672.02,54.00,75.00,21.00,16.00,28.00,1.00
9.00,5.00,0.00,1.00,3.00,1.00,1.00,33.00,25.49,22.93,13406.72,0.19,118.00,0.04,744.82,584.60,43.00,75.00,15.00,16.00,45.00,0.00
3.00,15.00,0.00,0.00,8.00,2.00,6.00,18.00,13.16,31.00,12649.91,0.14,89.00,0.03,702.77,408.06,31.00,58.00,8.00,16.00,23.00,1.00
4.00,9.00,0.00,0.00,5.00,2.00,1.00,27.00,27.63,20.70,11840.90,0.19,109.00,0.05,657.83,572.02,46.00,63.00,20.00,18.00,33.00,1.00
3.00,11.00,3.00,0.00,6.00,4.00,3.00,34.00,52.41,15.00,11792.37,0.26,144.00,0.07,655.13,786.16,58.00,86.00,29.00,15.00,42.00,1.00
12.00,1.00,2.00,0.00,1.00,1.00,1.00,62.00,188.12,8.87,14789.29,0.56,274.00,0.11,821.63,1667.96,133.00,141.00,60.00,8.00,78.00,1.00
4.00,13.00,0.00,0.00,7.00,3.00,6.00,21.00,11.16,32.22,11583.59,0.12,74.00,0.03,643.53,359.49,29.00,45.00,9.00,20.00,27.00,1.00
7.00,7.00,0.00,2.00,4.00,2.00,4.00,23.00,29.88,21.55,13878.89,0.21,121.00,0.05,771.05,643.95,39.00,82.00,19.00,21.00,36.00,1.00
10.00,11.00,0.00,17.00,6.00,6.00,5.00,40.00,40.70,18.18,13453.78,0.25,141.00,0.06,747.43,739.96,50.00,91.00,22.00,16.00,69.00,1.00
9.00,1.00,0.00,1.00,1.00,1.00,1.00,51.00,160.61,8.60,11889.23,0.46,233.00,0.12,660.51,1381.86,114.00,119.00,53.00,8.00,63.00,1.00
15.00,15.00,0.00,13.00,8.00,7.00,1.00,62.00,76.77,13.43,13846.63,0.34,176.00,0.07,769.26,1031.00,77.00,99.00,43.00,15.00,92.00,0.00
5.00,15.00,0.00,6.00,8.00,6.00,1.00,42.00,40.86,19.80,16016.87,0.27,152.00,0.05,889.83,808.93,66.00,86.00,25.00,15.00,56.00,1.00
1.00,13.00,0.00,4.00,7.00,4.00,7.00,36.00,45.15,17.43,13714.99,0.26,156.00,0.06,761.94,786.93,61.00,95.00,21.00,12.00,45.00,1.00
2.00,27.00,1.00,0.00,14.00,13.00,14.00,32.00,47.94,17.64,14917.52,0.28,160.00,0.06,828.75,845.66,63.00,97.00,25.00,14.00,37.00,1.00
7.00,5.00,0.00,2.00,3.00,2.00,1.00,19.00,20.24,24.23,11881.56,0.16,102.00,0.04,660.09,490.35,42.00,60.00,13.00,15.00,30.00,1.00
5.00,13.00,0.00,0.00,7.00,3.00,4.00,34.00,36.69,20.66,15664.53,0.25,133.00,0.05,870.25,758.16,61.00,72.00,31.00,21.00,39.00,1.00
4.00,25.00,1.00,2.00,13.00,9.00,12.00,51.00,60.30,14.06,11920.88,0.28,151.00,0.07,662.27,847.82,58.00,93.00,33.00,16.00,60.00,0.00
3.00,5.00,0.00,1.00,3.00,3.00,1.00,32.00,35.54,20.36,14738.99,0.24,140.00,0.05,818.83,723.79,64.00,76.00,22.00,14.00,38.00,1.00
3.00,21.00,0.00,0.00,11.00,4.00,1.00,28.00,26.69,23.40,14613.38,0.21,119.00,0.04,811.85,624.50,52.00,67.00,20.00,18.00,37.00,1.00
8.00,17.00,4.00,13.00,9.00,8.00,6.00,46.00,45.41,16.64,12574.87,0.25,144.00,0.06,698.60,755.70,64.00,80.00,25.00,13.00,73.00,1.00
5.00,23.00,0.00,6.00,12.00,12.00,12.00,35.00,48.26,18.31,16173.75,0.29,166.00,0.05,898.54,883.44,68.00,98.00,26.00,14.00,48.00,1.00
20.00,9.00,0.00,4.00,5.00,5.00,1.00,27.00,48.82,18.00,15816.54,0.29,160.00,0.06,878.70,878.70,54.00,106.00,27.00,18.00,53.00,0.00
7.00,7.00,1.00,0.00,4.00,3.00,1.00,27.00,27.06,24.44,16166.83,0.22,130.00,0.04,898.16,661.37,55.00,75.00,18.00,16.00,37.00,1.00
9.00,21.00,2.00,15.00,11.00,7.00,3.00,35.00,28.31,23.33,15415.76,0.22,125.00,0.04,856.43,660.68,40.00,85.00,18.00,21.00,63.00,0.00
4.00,10.00,0.00,1.00,7.00,4.00,1.00,30.00,24.32,24.89,15071.36,0.20,113.00,0.04,837.30,605.40,43.00,70.00,19.00,22.00,37.00,1.00
1.00,11.00,0.00,0.00,6.00,5.00,6.00,15.00,16.20,27.77,12496.15,0.15,90.00,0.04,694.23,450.00,38.00,52.00,13.00,19.00,18.00,1.00
1.00,21.00,0.00,0.00,11.00,2.00,1.00,19.00,37.60,18.24,12508.38,0.23,128.00,0.05,694.91,685.77,57.00,71.00,25.00,16.00,20.00,0.00
6.00,7.00,4.00,1.00,5.00,4.00,1.00,31.00,45.69,18.28,15270.16,0.28,148.00,0.05,848.34,835.29,65.00,83.00,32.00,18.00,45.00,0.00
18.00,13.00,0.00,6.00,7.00,7.00,4.00,31.00,65.31,14.00,12800.27,0.30,162.00,0.07,711.13,914.30,72.00,90.00,36.00,14.00,58.00,1.00
3.00,13.00,0.00,2.00,7.00,5.00,7.00,37.00,48.83,17.91,15670.39,0.29,152.00,0.06,870.58,874.74,66.00,86.00,35.00,19.00,42.00,1.00
1.00,17.00,0.00,0.00,9.00,5.00,1.00,24.00,30.09,22.67,15459.98,0.23,139.00,0.04,858.89,682.06,68.00,71.00,18.00,12.00,27.00,1.00
5.00,7.00,0.00,5.00,4.00,3.00,1.00,30.00,50.91,15.46,12171.15,0.26,150.00,0.06,676.18,787.19,67.00,83.00,26.00,12.00,42.00,1.00
5.00,19.00,0.00,11.00,10.00,4.00,3.00,29.00,22.98,23.50,12690.00,0.18,108.00,0.04,705.00,540.00,47.00,61.00,16.00,16.00,50.00,1.00
7.00,5.00,0.00,0.00,3.00,2.00,3.00,23.00,60.63,15.63,14801.48,0.32,167.00,0.06,822.30,947.30,75.00,92.00,36.00,15.00,32.00,1.00
2.00,1.00,0.00,0.00,1.00,1.00,1.00,63.00,567.46,5.06,14514.63,0.96,441.00,0.20,806.37,2869.94,220.00,221.00,87.00,4.00,67.00,1.00
3.00,19.00,0.00,2.00,10.00,5.00,10.00,18.00,19.23,27.04,14060.00,0.17,104.00,0.04,781.11,520.00,37.00,67.00,13.00,19.00,26.00,1.00
2.00,19.00,0.00,1.00,10.00,1.00,10.00,16.00,19.53,27.82,15111.70,0.18,113.00,0.04,839.54,543.23,36.00,77.00,11.00,17.00,23.00,1.00
4.00,7.00,0.00,17.00,4.00,4.00,1.00,34.00,56.53,14.69,12198.59,0.28,155.00,0.07,677.70,830.42,71.00,84.00,29.00,12.00,57.00,1.00
6.00,7.00,0.00,0.00,4.00,4.00,1.00,20.00,20.01,27.95,15636.44,0.19,119.00,0.04,868.69,559.35,41.00,78.00,11.00,15.00,28.00,0.00
6.00,5.00,0.00,8.00,3.00,3.00,1.00,25.00,36.64,19.72,14249.09,0.24,134.00,0.05,791.62,722.57,58.00,76.00,25.00,17.00,39.00,0.00
7.00,13.00,0.00,10.00,7.00,4.00,6.00,32.00,45.45,17.42,13788.32,0.26,141.00,0.06,766.02,791.67,55.00,86.00,30.00,19.00,51.00,0.00
5.00,7.00,0.00,9.00,4.00,3.00,1.00,31.00,28.78,21.86,13747.33,0.21,119.00,0.05,763.74,628.96,51.00,68.00,21.00,18.00,45.00,1.00
5.00,11.00,0.00,0.00,6.00,5.00,1.00,26.00,18.38,25.80,12233.66,0.16,94.00,0.04,679.65,474.17,43.00,51.00,15.00,18.00,33.00,1.00
4.00,17.00,0.00,0.00,9.00,1.00,8.00,32.00,19.40,25.97,13078.34,0.17,99.00,0.04,726.57,503.66,41.00,58.00,15.00,19.00,38.00,1.00
0.00,11.00,0.00,0.00,10.00,10.00,1.00,34.00,55.85,16.47,15152.09,0.31,163.00,0.06,841.78,919.95,70.00,93.00,34.00,16.00,36.00,1.00
8.00,7.00,0.00,0.00,4.00,2.00,3.00,33.00,48.00,16.07,12400.95,0.26,144.00,0.06,688.94,771.49,62.00,82.00,27.00,14.00,43.00,1.00
5.00,15.00,0.00,7.00,9.00,2.00,9.00,44.00,36.31,20.90,15860.19,0.25,139.00,0.05,881.12,758.86,55.00,84.00,25.00,19.00,58.00,0.00
5.00,5.00,0.00,3.00,3.00,2.00,1.00,26.00,36.31,20.52,15293.66,0.25,141.00,0.05,849.65,745.24,59.00,82.00,23.00,16.00,36.00,1.00
5.00,3.00,0.00,0.00,2.00,1.00,1.00,18.00,18.09,27.43,13609.37,0.17,127.00,0.04,756.08,496.18,48.00,79.00,7.00,8.00,26.00,0.00
3.00,11.00,0.00,0.00,6.00,5.00,6.00,22.00,27.22,23.18,14625.44,0.21,117.00,0.04,812.52,630.90,51.00,66.00,22.00,20.00,25.00,1.00
4.00,9.00,0.00,0.00,5.00,5.00,1.00,34.00,67.13,13.41,12075.16,0.30,163.00,0.07,670.84,900.34,76.00,87.00,34.00,12.00,40.00,1.00
8.00,5.00,1.00,5.00,2.00,1.00,1.00,32.00,39.81,18.24,13244.14,0.24,133.00,0.05,735.79,726.10,48.00,85.00,25.00,19.00,50.00,1.00
3.00,5.00,0.00,3.00,3.00,3.00,1.00,18.00,21.57,23.43,11841.03,0.17,103.00,0.04,657.83,505.41,41.00,62.00,14.00,16.00,26.00,1.00
4.00,13.00,0.00,2.00,7.00,4.00,1.00,35.00,46.04,17.33,13818.86,0.27,161.00,0.06,767.71,797.63,63.00,98.00,20.00,11.00,43.00,1.00
5.00,11.00,3.00,4.00,7.00,6.00,1.00,37.00,28.97,21.04,12828.01,0.20,111.00,0.05,712.67,609.60,44.00,67.00,23.00,22.00,51.00,1.00
8.00,11.00,0.00,0.00,6.00,4.00,1.00,44.00,48.70,16.96,14002.94,0.28,161.00,0.06,777.94,825.81,65.00,96.00,23.00,12.00,55.00,1.00
2.00,27.00,1.00,1.00,14.00,13.00,14.00,29.00,37.58,19.16,13793.68,0.24,144.00,0.05,766.32,720.00,56.00,88.00,19.00,13.00,35.00,1.00
6.00,5.00,0.00,1.00,3.00,2.00,1.00,44.00,72.25,12.69,11626.55,0.31,165.00,0.08,645.92,916.51,74.00,91.00,35.00,12.00,53.00,1.00
3.00,9.00,0.00,1.00,7.00,7.00,1.00,34.00,41.66,16.71,11627.48,0.23,126.00,0.06,645.97,695.97,57.00,69.00,29.00,17.00,40.00,1.00
11.00,5.00,1.00,5.00,3.00,3.00,1.00,32.00,50.34,16.92,14418.23,0.28,158.00,0.06,801.01,851.99,55.00,103.00,26.00,16.00,53.00,1.00
6.00,7.00,0.00,0.00,4.00,4.00,3.00,23.00,28.15,20.50,11828.05,0.19,107.00,0.05,657.11,576.98,41.00,66.00,21.00,21.00,31.00,0.00
3.00,17.00,0.00,2.00,9.00,3.00,9.00,15.00,13.63,30.00,12267.61,0.14,86.00,0.03,681.53,408.92,30.00,56.00,9.00,18.00,23.00,1.00
3.00,9.00,0.00,5.00,5.00,5.00,4.00,32.00,83.30,13.54,15279.97,0.38,191.00,0.07,848.89,1128.22,89.00,102.00,46.00,14.00,40.00,0.00
1.00,16.00,1.00,1.00,11.00,11.00,1.00,43.00,38.48,20.38,15988.59,0.26,142.00,0.05,888.25,784.35,53.00,89.00,26.00,20.00,48.00,0.00
6.00,9.00,0.00,0.00,5.00,2.00,5.00,24.00,36.50,17.81,11579.99,0.22,123.00,0.06,643.33,650.10,57.00,66.00,24.00,15.00,32.00,1.00
7.00,8.00,0.00,9.00,5.00,3.00,1.00,29.00,29.79,20.45,12463.61,0.20,113.00,0.05,692.42,609.33,45.00,68.00,22.00,20.00,47.00,1.00
2.00,13.00,0.00,1.00,7.00,3.00,4.00,37.00,29.88,22.62,15287.87,0.23,127.00,0.04,849.33,675.88,50.00,77.00,21.00,19.00,42.00,1.00
4.00,1.00,0.00,5.00,1.00,1.00,1.00,16.00,67.20,13.16,11640.91,0.29,163.00,0.08,646.72,884.48,68.00,95.00,31.00,12.00,27.00,1.00
6.00,7.00,0.00,1.00,4.00,4.00,1.00,31.00,36.41,18.39,12316.55,0.22,125.00,0.05,684.25,669.69,47.00,78.00,23.00,18.00,41.00,1.00
1.00,13.00,0.00,0.00,7.00,5.00,5.00,28.00,27.42,22.50,13880.60,0.21,113.00,0.04,771.14,616.92,45.00,68.00,22.00,22.00,31.00,0.00
1.00,10.00,0.00,2.00,6.00,1.00,1.00,22.00,13.10,32.67,13977.12,0.14,99.00,0.03,776.51,427.87,28.00,71.00,6.00,14.00,27.00,1.00
5.00,15.00,0.00,2.00,8.00,4.00,1.00,25.00,53.22,14.79,11646.29,0.26,146.00,0.07,647.02,787.28,66.00,80.00,29.00,13.00,35.00,1.00
7.00,15.00,0.00,5.00,8.00,6.00,5.00,33.00,26.65,21.92,12806.31,0.19,113.00,0.05,711.46,584.20,49.00,64.00,19.00,17.00,47.00,1.00
3.00,5.00,0.00,4.00,3.00,3.00,1.00,31.00,21.08,26.18,14449.08,0.18,122.00,0.04,802.73,551.87,48.00,74.00,11.00,12.00,45.00,1.00
4.00,5.00,0.00,2.00,3.00,3.00,1.00,41.00,27.52,22.50,13933.68,0.21,125.00,0.04,774.09,619.27,48.00,77.00,16.00,15.00,50.00,1.00
2.00,7.00,0.00,0.00,4.00,3.00,1.00,35.00,37.67,19.20,13886.77,0.24,135.00,0.05,771.49,723.27,60.00,75.00,25.00,16.00,39.00,1.00
3.00,15.00,1.00,9.00,8.00,6.00,5.00,19.00,32.90,19.64,12694.01,0.22,125.00,0.05,705.22,646.24,55.00,70.00,21.00,15.00,34.00,1.00
4.00,7.00,1.00,3.00,4.00,4.00,1.00,25.00,36.75,18.64,12767.18,0.23,141.00,0.05,709.29,684.98,61.00,80.00,18.00,11.00,35.00,1.00
