LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
5.0,5.0,2.0,0.0,8.0,6.0,3.0,0.2,2.0,3.0,1.0,0.33,10.0,3.0,1.0,15.0,1.0,26.52,11.5,3507.79,0.1,59.0,0.09,194.88,305.03,1.0,2.0,3.0,9.0,0.1,23.0,36.0,18.0,18.0,29.0,34.78,15.0,b'N'
1.0,7.0,1.0,0.0,0.0,10.0,4.0,0.44,4.0,2.5,2.0,0.5,13.0,3.0,0.67,9.0,1.0,12.65,16.67,3515.14,0.07,46.0,0.06,195.29,210.91,0.75,3.0,5.0,11.0,0.36,20.0,26.0,9.0,15.0,11.0,0.0,9.0,b'N'
6.0,9.0,2.0,1.0,24.0,16.0,5.0,0.24,8.0,2.0,4.0,0.8,19.0,1.0,0.0,20.0,0.0,20.4,14.34,4196.62,0.1,58.0,0.07,233.15,292.57,0.2,4.0,8.0,16.0,0.11,27.0,31.0,16.0,17.0,45.0,55.56,21.0,b'N'
2.0,7.0,2.0,0.0,0.0,10.0,4.0,0.4,4.0,2.5,2.0,0.5,13.0,1.0,0.0,10.0,1.0,16.12,14.3,3299.03,0.08,51.0,0.07,183.28,230.7,0.25,3.0,5.0,11.0,0.31,22.0,29.0,10.0,13.0,13.0,0.0,10.0,b'N'
5.0,13.0,2.0,0.0,12.0,16.0,7.0,0.3,8.0,2.0,4.0,0.57,19.0,7.0,1.0,23.0,3.0,29.28,11.78,4063.55,0.11,71.0,0.08,225.75,344.92,1.0,4.0,8.0,14.0,0.17,29.0,42.0,16.0,13.0,41.0,34.29,23.0,b'N'
1.0,9.0,0.0,0.0,0.0,16.0,5.0,0.45,8.0,2.0,1.0,0.2,18.0,5.0,1.0,11.0,0.0,8.42,20.4,3502.14,0.06,42.0,0.05,194.56,171.67,1.0,4.0,8.0,15.0,0.38,17.0,25.0,5.0,12.0,13.0,0.0,11.0,b'N'
2.0,9.0,1.0,0.0,0.0,14.0,5.0,0.63,6.0,2.33,4.0,0.8,18.0,4.0,0.75,8.0,1.0,7.35,21.12,3281.21,0.05,38.0,0.05,182.29,155.32,0.8,4.0,7.0,15.0,0.45,13.0,25.0,4.0,13.0,11.0,0.0,8.0,b'N'
1.0,11.0,1.0,0.0,0.0,18.0,6.0,0.67,8.0,2.25,2.0,0.33,21.0,5.0,0.8,9.0,0.0,10.31,18.2,3415.17,0.06,45.0,0.05,189.73,187.65,0.83,5.0,9.0,17.0,0.55,14.0,31.0,5.0,13.0,11.0,0.0,9.0,b'N'
1.0,9.0,1.0,0.0,2.0,12.0,5.0,0.5,6.0,2.0,5.0,1.0,14.0,5.0,1.0,10.0,1.0,13.06,16.0,3343.58,0.07,45.0,0.06,185.75,208.97,1.0,3.0,6.0,11.0,0.36,18.0,27.0,9.0,16.0,14.0,16.67,10.0,b'N'
15.0,5.0,4.0,0.0,0.0,8.0,3.0,0.14,4.0,2.0,3.0,1.0,14.0,1.0,0.0,22.0,0.0,45.57,8.11,3004.05,0.12,74.0,0.12,166.89,370.0,0.33,2.0,4.0,13.0,0.08,31.0,43.0,21.0,11.0,38.0,0.0,22.0,b'Y'
