LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
8.0,3.0,4.0,0.0,16.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,9.0,1.0,0.0,11.0,0.0,25.93,6.0,933.54,0.05,36.0,0.17,51.86,155.59,0.5,1.0,2.0,9.0,0.05,12.0,24.0,10.0,10.0,37.0,59.26,11.0,b'N'
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.5,2.0,2.0,1.0,0.5,6.0,1.0,0.0,4.0,0.0,11.83,9.33,1030.52,0.04,29.0,0.11,57.25,110.41,0.5,1.0,2.0,6.0,0.29,14.0,15.0,6.0,8.0,7.0,0.0,4.0,b'N'
15.0,1.0,8.0,8.0,8.0,0.0,1.0,0.05,0.0,0.0,1.0,1.0,11.0,1.0,0.0,11.0,2.0,118.03,3.19,1200.82,0.13,74.0,0.31,66.71,376.47,1.0,0.0,0.0,12.0,0.01,37.0,37.0,29.0,5.0,134.0,59.26,19.0,b'N'
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,0.5,6.0,1.0,0.0,5.0,2.0,10.24,9.1,848.2,0.03,26.0,0.11,47.12,93.21,0.5,1.0,2.0,6.0,0.22,13.0,13.0,5.0,7.0,9.0,0.0,5.0,b'N'
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,6.0,1.0,0.0,11.0,2.0,16.8,6.43,694.29,0.04,27.0,0.16,38.57,108.0,0.5,1.0,2.0,6.0,0.14,10.0,17.0,7.0,9.0,14.0,0.0,11.0,b'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,13.2,7.5,742.43,0.03,26.0,0.13,41.25,98.99,1.0,0.0,0.0,4.0,0.2,6.0,20.0,4.0,10.0,5.0,0.0,2.0,b'N'
4.0,3.0,1.0,1.0,1.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,7.0,1.0,0.0,8.0,0.0,11.35,10.08,1154.03,0.04,28.0,0.1,64.11,114.45,0.5,1.0,2.0,7.0,0.13,11.0,17.0,6.0,11.0,16.0,20.0,9.0,b'N'
7.0,1.0,2.0,0.0,5.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,3.0,1.0,0.0,6.0,0.0,25.71,4.67,560.0,0.04,30.0,0.21,31.11,120.0,1.0,0.0,0.0,4.0,0.05,12.0,18.0,9.0,7.0,20.0,45.45,6.0,b'N'
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,7.0,1.0,0.0,7.0,0.0,13.2,6.67,586.67,0.03,22.0,0.15,32.59,88.0,0.5,1.0,2.0,7.0,0.2,8.0,14.0,6.0,10.0,10.0,0.0,7.0,b'N'
1.0,3.0,3.0,1.0,0.0,0.0,2.0,0.25,0.0,0.0,2.0,1.0,8.0,1.0,0.0,7.0,0.0,20.61,6.5,870.87,0.04,31.0,0.15,48.38,133.98,0.5,0.0,0.0,8.0,0.18,13.0,18.0,10.0,10.0,11.0,12.5,8.0,b'N'
5.0,1.0,2.0,0.0,1.0,0.0,1.0,0.14,0.0,0.0,1.0,1.0,3.0,1.0,0.0,7.0,1.0,23.5,5.5,710.97,0.04,31.0,0.18,39.5,129.27,1.0,0.0,0.0,4.0,0.07,11.0,20.0,9.0,9.0,15.0,12.5,7.0,b'N'
0.0,3.0,0.0,2.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,6.0,1.0,0.0,5.0,3.0,12.44,9.0,1008.0,0.04,28.0,0.11,56.0,112.0,0.5,1.0,2.0,6.0,0.18,14.0,14.0,7.0,9.0,11.0,28.57,7.0,b'N'
4.0,3.0,0.0,0.0,6.0,4.0,2.0,0.4,2.0,2.0,1.0,0.5,6.0,1.0,0.0,5.0,0.0,8.81,10.8,1027.99,0.03,25.0,0.09,57.11,95.18,0.5,1.0,2.0,6.0,0.12,12.0,13.0,5.0,9.0,17.0,54.55,5.0,b'N'
4.0,3.0,1.0,1.0,1.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,5.0,1.0,0.0,9.0,0.0,11.2,8.0,716.99,0.03,25.0,0.13,39.83,89.62,0.5,1.0,2.0,5.0,0.12,8.0,17.0,4.0,8.0,17.0,18.18,10.0,b'Y'
4.0,3.0,2.0,1.0,1.0,4.0,2.0,0.13,2.0,2.0,2.0,1.0,6.0,1.0,0.0,15.0,0.0,23.33,6.0,840.0,0.05,35.0,0.17,46.67,140.0,0.5,1.0,2.0,6.0,0.09,12.0,23.0,8.0,8.0,23.0,11.76,16.0,b'Y'
1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.22,0.0,0.0,2.0,1.0,7.0,1.0,0.0,9.0,3.0,18.0,6.0,648.0,0.04,27.0,0.17,36.0,108.0,0.5,0.0,0.0,7.0,0.18,12.0,15.0,8.0,8.0,11.0,0.0,9.0,b'N'
2.0,5.0,2.0,0.0,0.0,8.0,3.0,0.5,4.0,2.0,2.0,0.67,11.0,1.0,0.0,6.0,0.0,17.34,8.25,1180.25,0.05,35.0,0.12,65.57,143.06,0.33,2.0,4.0,10.0,0.21,9.0,26.0,6.0,11.0,14.0,0.0,6.0,b'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,1.0,14.5,6.3,575.67,0.03,24.0,0.16,31.98,91.38,1.0,0.0,0.0,3.0,0.14,7.0,17.0,5.0,9.0,7.0,0.0,5.0,b'N'
4.0,5.0,0.0,0.0,10.0,0.0,3.0,0.38,0.0,0.0,1.0,0.33,11.0,1.0,0.0,8.0,0.0,19.97,6.61,872.67,0.04,33.0,0.15,48.48,132.0,0.33,0.0,0.0,10.0,0.13,17.0,16.0,9.0,7.0,24.0,55.56,8.0,b'N'
3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,17.28,7.33,929.22,0.04,31.0,0.14,51.62,126.71,1.0,0.0,0.0,4.0,0.04,8.0,23.0,6.0,11.0,23.0,0.0,4.0,b'N'
5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,2.0,17.13,6.0,616.79,0.03,27.0,0.17,34.27,102.8,1.0,0.0,0.0,2.0,0.07,9.0,18.0,6.0,8.0,14.0,14.29,6.0,b'N'
23.0,1.0,8.0,9.0,3.0,0.0,1.0,0.07,0.0,0.0,1.0,1.0,9.0,1.0,0.0,5.0,1.0,52.7,4.42,1030.06,0.08,49.0,0.23,57.23,232.99,1.0,0.0,0.0,10.0,0.02,21.0,28.0,19.0,8.0,54.0,70.59,14.0,b'N'
9.0,3.0,0.0,1.0,7.0,6.0,2.0,0.4,2.0,3.0,1.0,0.5,5.0,1.0,0.0,4.0,0.0,11.72,8.0,750.12,0.03,24.0,0.13,41.67,93.77,0.5,2.0,3.0,5.0,0.09,8.0,16.0,5.0,10.0,23.0,66.67,5.0,b'N'
7.0,1.0,4.0,2.0,15.0,0.0,1.0,0.07,0.0,0.0,1.0,1.0,5.0,1.0,0.0,12.0,0.0,38.33,5.54,1177.03,0.07,50.0,0.18,65.39,212.4,1.0,0.0,0.0,6.0,0.03,19.0,31.0,12.0,7.0,38.0,58.62,14.0,b'N'
12.0,5.0,2.0,0.0,13.0,8.0,3.0,0.27,4.0,2.0,1.0,0.33,11.0,1.0,0.0,11.0,0.0,27.67,6.54,1183.09,0.06,40.0,0.15,65.73,180.94,0.33,2.0,4.0,10.0,0.08,17.0,23.0,13.0,10.0,37.0,54.17,11.0,b'N'
7.0,3.0,4.0,1.0,3.0,4.0,2.0,0.17,2.0,2.0,2.0,1.0,10.0,1.0,0.0,11.0,0.0,25.79,5.0,644.64,0.04,33.0,0.2,35.81,128.93,0.5,1.0,2.0,10.0,0.08,15.0,18.0,9.0,6.0,24.0,26.67,12.0,b'N'
0.0,9.0,0.0,0.0,0.0,0.0,5.0,0.83,0.0,0.0,1.0,0.2,13.0,5.0,1.0,6.0,1.0,18.02,6.29,712.17,0.04,29.0,0.16,39.57,113.3,1.0,0.0,0.0,10.0,0.71,11.0,18.0,7.0,8.0,7.0,0.0,6.0,b'N'
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,5.0,1.0,0.0,4.0,0.0,14.8,8.56,1083.64,0.04,28.0,0.12,60.2,126.66,0.5,1.0,2.0,5.0,0.25,11.0,17.0,9.0,14.0,8.0,0.0,4.0,b'N'
1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,4.0,1.0,0.0,6.0,0.0,19.41,7.22,1012.42,0.05,33.0,0.14,56.25,140.18,1.0,0.0,0.0,5.0,0.11,13.0,20.0,9.0,10.0,9.0,0.0,6.0,b'N'
4.0,5.0,0.0,0.0,1.0,0.0,3.0,0.38,0.0,0.0,1.0,0.33,10.0,1.0,0.0,8.0,2.0,13.87,8.25,944.2,0.04,28.0,0.12,52.46,114.45,0.33,0.0,0.0,9.0,0.2,9.0,19.0,6.0,11.0,15.0,11.11,8.0,b'N'
0.0,13.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.14,19.0,7.0,1.0,7.0,1.0,23.57,7.11,1191.72,0.06,41.0,0.14,66.21,167.59,1.0,0.0,0.0,14.0,0.88,16.0,25.0,9.0,8.0,8.0,0.0,7.0,b'N'
4.0,3.0,2.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,6.0,1.0,0.0,9.0,1.0,16.18,6.43,668.57,0.03,26.0,0.16,37.14,104.0,0.5,1.0,2.0,6.0,0.13,10.0,16.0,7.0,9.0,16.0,0.0,9.0,b'N'
4.0,3.0,1.0,1.0,0.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,6.0,1.0,0.0,11.0,2.0,25.6,6.54,1094.35,0.06,37.0,0.15,60.8,167.37,0.5,1.0,2.0,6.0,0.11,17.0,20.0,13.0,10.0,18.0,8.33,12.0,b'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0,1.0,5.0,1.0,0.0,10.0,0.0,44.27,4.62,943.04,0.07,49.0,0.22,52.39,204.33,1.0,0.0,0.0,6.0,0.08,24.0,25.0,13.0,5.0,12.0,0.0,10.0,b'N'
4.0,5.0,1.0,0.0,4.0,0.0,3.0,0.27,0.0,0.0,1.0,0.33,9.0,3.0,1.0,11.0,0.0,16.48,8.25,1121.45,0.05,32.0,0.12,62.3,135.93,1.0,0.0,0.0,8.0,0.14,12.0,20.0,8.0,11.0,21.0,26.67,11.0,b'N'
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,8.77,10.13,899.21,0.03,24.0,0.1,49.96,88.81,1.0,0.0,0.0,2.0,0.09,9.0,15.0,4.0,9.0,11.0,0.0,8.0,b'N'
4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.11,0.0,0.0,1.0,1.0,2.0,1.0,0.0,8.0,0.0,16.8,6.67,746.67,0.04,28.0,0.15,41.48,112.0,1.0,0.0,0.0,3.0,0.06,8.0,20.0,6.0,10.0,16.0,20.0,9.0,b'N'
2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,11.29,9.0,914.21,0.03,26.0,0.11,50.79,101.58,1.0,0.0,0.0,2.0,0.1,9.0,17.0,5.0,10.0,10.0,0.0,6.0,b'N'
7.0,3.0,0.0,1.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,0.5,5.0,1.0,0.0,7.0,1.0,11.47,8.75,877.83,0.03,29.0,0.11,48.77,100.32,0.5,1.0,2.0,5.0,0.12,10.0,19.0,4.0,7.0,17.0,12.5,8.0,b'N'
0.0,7.0,3.0,2.0,0.0,12.0,4.0,0.44,6.0,2.0,4.0,1.0,14.0,4.0,1.0,7.0,2.0,26.93,4.8,620.48,0.04,31.0,0.21,34.47,129.27,1.0,3.0,6.0,12.0,0.36,12.0,19.0,10.0,8.0,11.0,22.22,9.0,b'N'
7.0,1.0,2.0,0.0,9.0,0.0,1.0,0.11,0.0,0.0,1.0,1.0,4.0,1.0,0.0,9.0,0.0,28.4,5.73,931.41,0.05,39.0,0.17,51.74,162.63,1.0,0.0,0.0,5.0,0.04,18.0,21.0,11.0,7.0,27.0,50.0,9.0,b'N'
3.0,3.0,1.0,0.0,1.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,6.0,1.0,0.0,8.0,0.0,20.38,7.22,1062.83,0.05,33.0,0.14,59.05,147.16,0.5,1.0,2.0,6.0,0.14,10.0,23.0,9.0,13.0,14.0,11.11,8.0,b'N'
2.0,5.0,2.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,2.0,0.67,11.0,1.0,0.0,6.0,0.0,18.13,7.5,1020.0,0.05,34.0,0.13,56.67,136.0,0.33,0.0,0.0,10.0,0.21,9.0,25.0,6.0,10.0,14.0,0.0,6.0,b'N'
5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.92,9.0,884.41,0.03,31.0,0.11,49.13,98.27,1.0,0.0,0.0,2.0,0.07,9.0,22.0,3.0,6.0,15.0,0.0,8.0,b'N'
2.0,7.0,0.0,0.0,0.0,10.0,4.0,0.8,2.0,5.0,1.0,0.25,9.0,1.0,0.0,5.0,0.0,17.92,6.4,734.17,0.04,31.0,0.16,40.79,114.71,0.25,4.0,5.0,7.0,0.4,8.0,23.0,5.0,8.0,10.0,0.0,5.0,b'N'
11.0,1.0,7.0,0.0,18.0,0.0,1.0,0.08,0.0,0.0,1.0,1.0,11.0,1.0,0.0,12.0,0.0,61.38,3.63,809.5,0.07,48.0,0.28,44.97,222.91,1.0,0.0,0.0,12.0,0.02,23.0,25.0,19.0,6.0,43.0,60.0,12.0,b'N'
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0,1.0,2.0,1.0,0.0,10.0,0.0,17.14,5.83,583.33,0.03,25.0,0.17,32.4,100.0,1.0,0.0,0.0,3.0,0.08,7.0,18.0,6.0,10.0,13.0,0.0,10.0,b'N'
0.0,5.0,4.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,3.0,1.0,14.0,1.0,0.0,12.0,1.0,15.41,8.17,1027.49,0.04,34.0,0.12,57.08,125.81,0.33,0.0,0.0,13.0,0.21,14.0,20.0,6.0,7.0,14.0,0.0,12.0,b'N'
2.0,5.0,2.0,0.0,0.0,8.0,3.0,0.5,4.0,2.0,2.0,0.67,11.0,1.0,0.0,6.0,0.0,18.13,7.5,1020.0,0.05,34.0,0.13,56.67,136.0,0.33,2.0,4.0,10.0,0.21,9.0,25.0,6.0,10.0,14.0,0.0,6.0,b'N'
5.0,1.0,3.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0,1.0,4.0,1.0,0.0,10.0,0.0,31.98,5.0,799.56,0.05,37.0,0.2,44.42,159.91,1.0,0.0,0.0,5.0,0.03,15.0,22.0,12.0,8.0,38.0,0.0,10.0,b'N'
3.0,3.0,0.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,0.5,6.0,1.0,0.0,8.0,0.0,10.38,9.9,1017.71,0.03,27.0,0.1,56.54,102.8,0.5,1.0,2.0,6.0,0.15,11.0,16.0,5.0,9.0,13.0,0.0,8.0,b'N'
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,5.0,1.0,0.0,6.0,1.0,18.96,7.64,1105.39,0.05,32.0,0.13,61.41,144.75,0.5,1.0,2.0,5.0,0.25,14.0,18.0,11.0,12.0,8.0,0.0,6.0,b'N'
5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.14,0.0,0.0,1.0,1.0,2.0,1.0,0.0,7.0,1.0,17.36,6.75,791.15,0.04,30.0,0.15,43.95,117.21,1.0,0.0,0.0,3.0,0.07,9.0,21.0,6.0,9.0,15.0,12.5,7.0,b'N'
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,2.0,1.0,7.0,1.0,0.0,5.0,3.0,11.52,8.33,800.0,0.03,24.0,0.12,44.44,96.0,0.5,1.0,2.0,7.0,0.25,10.0,14.0,6.0,10.0,8.0,0.0,5.0,b'N'
4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.14,0.0,0.0,1.0,1.0,2.0,1.0,0.0,7.0,1.0,18.28,7.5,1027.99,0.05,36.0,0.13,57.11,137.06,1.0,0.0,0.0,3.0,0.07,15.0,21.0,7.0,7.0,14.0,12.5,7.0,b'N'
1.0,5.0,1.0,0.0,0.0,0.0,3.0,0.38,0.0,0.0,2.0,0.67,11.0,1.0,0.0,8.0,0.0,14.76,9.0,1195.51,0.04,34.0,0.11,66.42,132.83,0.33,0.0,0.0,10.0,0.27,9.0,25.0,5.0,10.0,11.0,0.0,8.0,b'N'
1.0,5.0,2.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,2.0,0.67,11.0,1.0,0.0,6.0,0.0,17.34,8.25,1180.25,0.05,35.0,0.12,65.57,143.06,0.33,0.0,0.0,10.0,0.23,9.0,26.0,6.0,11.0,13.0,0.0,6.0,b'N'
5.0,1.0,0.0,0.0,4.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,2.0,15.36,7.0,752.84,0.04,30.0,0.14,41.82,107.55,1.0,0.0,0.0,2.0,0.06,10.0,20.0,5.0,7.0,18.0,40.0,6.0,b'N'
1.0,5.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,1.0,0.33,10.0,1.0,0.0,6.0,1.0,6.27,12.0,903.41,0.03,21.0,0.08,50.19,75.28,0.33,0.0,0.0,9.0,0.33,8.0,13.0,3.0,9.0,9.0,0.0,6.0,b'N'
2.0,3.0,1.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,6.0,1.0,0.0,7.0,2.0,10.79,7.2,559.51,0.03,21.0,0.14,31.08,77.71,0.5,1.0,2.0,6.0,0.18,9.0,12.0,5.0,8.0,11.0,0.0,7.0,b'N'
10.0,3.0,0.0,1.0,0.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,6.0,1.0,0.0,8.0,1.0,12.69,7.58,729.6,0.03,26.0,0.13,40.53,96.21,0.5,1.0,2.0,6.0,0.1,13.0,13.0,6.0,7.0,21.0,11.11,9.0,b'N'
3.0,1.0,2.0,0.0,3.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,3.0,1.0,0.0,5.0,0.0,10.79,7.2,559.51,0.03,21.0,0.14,31.08,77.71,1.0,0.0,0.0,4.0,0.08,9.0,12.0,5.0,8.0,13.0,37.5,5.0,b'N'
12.0,1.0,5.0,3.0,5.0,0.0,1.0,0.1,0.0,0.0,1.0,1.0,8.0,1.0,0.0,7.0,0.0,33.33,5.4,972.0,0.06,45.0,0.19,54.0,180.0,1.0,0.0,0.0,9.0,0.03,18.0,27.0,10.0,6.0,29.0,53.33,10.0,b'Y'
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,8.0,1.0,0.0,11.0,0.0,16.4,7.07,820.29,0.04,29.0,0.14,45.57,116.0,0.5,1.0,2.0,8.0,0.13,11.0,18.0,7.0,9.0,16.0,0.0,11.0,b'N'
1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.67,0.0,0.0,1.0,0.5,5.0,1.0,0.0,3.0,0.0,14.4,7.5,810.0,0.04,27.0,0.13,45.0,108.0,0.5,0.0,0.0,5.0,0.33,9.0,18.0,6.0,10.0,6.0,0.0,3.0,b'N'
9.0,1.0,4.0,0.0,4.0,0.0,1.0,0.13,0.0,0.0,1.0,1.0,5.0,1.0,0.0,8.0,0.0,36.53,4.36,695.61,0.05,39.0,0.23,38.65,159.41,1.0,0.0,0.0,6.0,0.04,16.0,23.0,11.0,6.0,23.0,33.33,8.0,b'N'
2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.18,0.0,0.0,1.0,0.5,7.0,1.0,0.0,11.0,0.0,18.01,6.25,703.67,0.04,27.0,0.16,39.09,112.59,0.5,0.0,0.0,7.0,0.13,10.0,17.0,8.0,10.0,15.0,0.0,11.0,b'N'
1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.4,0.0,0.0,1.0,0.5,5.0,1.0,0.0,5.0,1.0,13.33,7.5,750.0,0.03,25.0,0.13,41.67,100.0,0.5,0.0,0.0,5.0,0.29,9.0,16.0,6.0,10.0,7.0,0.0,5.0,b'N'
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,7.0,1.0,0.0,6.0,3.0,11.82,9.1,978.69,0.04,30.0,0.11,54.37,107.55,0.5,1.0,2.0,7.0,0.25,13.0,17.0,5.0,7.0,8.0,0.0,6.0,b'N'
1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.29,0.0,0.0,2.0,1.0,7.0,1.0,0.0,7.0,1.0,15.92,6.29,629.06,0.03,24.0,0.16,34.95,100.08,0.5,0.0,0.0,7.0,0.2,8.0,16.0,7.0,11.0,10.0,12.5,7.0,b'N'
