LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
6.0,6.0,6.0,0.0,5.0,4.0,4.0,0.17,2.0,2.0,4.0,1.0,17.0,1.0,0.0,24.0,0.0,39.16,9.04,3202.49,0.12,67.0,0.11,177.92,354.12,0.25,1.0,2.0,15.0,0.11,26.0,41.0,23.0,16.0,36.0,17.24,24.0,b'N'
5.0,3.0,3.0,0.0,3.0,4.0,2.0,0.1,2.0,2.0,2.0,1.0,7.0,1.0,0.0,21.0,2.0,35.54,10.17,3679.85,0.12,73.0,0.1,204.44,361.66,0.5,1.0,2.0,7.0,0.07,37.0,36.0,20.0,11.0,30.0,12.5,21.0,b'N'
5.0,5.0,13.0,0.0,3.0,4.0,3.0,0.13,2.0,2.0,3.0,1.0,24.0,1.0,0.0,23.0,2.0,88.98,6.22,3442.96,0.18,102.0,0.16,191.28,553.48,0.33,1.0,2.0,23.0,0.09,47.0,55.0,34.0,9.0,32.0,11.54,23.0,b'N'
3.0,39.0,3.0,1.0,3.0,40.0,20.0,0.53,4.0,10.0,20.0,1.0,63.0,20.0,1.0,37.0,0.0,97.07,6.18,3709.37,0.2,112.0,0.16,206.08,600.05,1.0,18.0,20.0,45.0,0.44,51.0,61.0,33.0,8.0,45.0,9.76,38.0,b'N'
3.0,7.0,9.0,0.0,2.0,12.0,4.0,0.13,6.0,2.0,4.0,1.0,22.0,1.0,0.0,31.0,2.0,64.76,7.4,3542.75,0.16,90.0,0.14,196.82,478.97,0.25,3.0,6.0,20.0,0.11,39.0,51.0,29.0,11.0,37.0,6.06,31.0,b'N'
5.0,13.0,4.0,0.0,6.0,22.0,7.0,0.28,10.0,2.2,6.0,0.86,26.0,6.0,0.0,25.0,0.0,32.88,10.95,3941.05,0.12,72.0,0.09,218.95,360.0,0.86,6.0,11.0,21.0,0.19,32.0,40.0,19.0,13.0,37.0,19.35,25.0,b'N'
5.0,5.0,4.0,0.0,4.0,8.0,3.0,0.19,4.0,2.0,3.0,1.0,12.0,1.0,0.0,16.0,3.0,23.2,12.5,3624.82,0.1,57.0,0.08,201.38,289.99,0.33,2.0,4.0,11.0,0.12,25.0,32.0,17.0,17.0,26.0,20.0,16.0,b'N'
2.0,5.0,2.0,0.0,1.0,6.0,3.0,0.18,2.0,3.0,2.0,0.67,10.0,3.0,1.0,17.0,0.0,35.86,9.9,3514.5,0.12,71.0,0.1,195.25,355.0,1.0,2.0,3.0,9.0,0.14,33.0,38.0,20.0,12.0,21.0,5.56,17.0,b'N'
2.0,9.0,1.0,0.0,4.0,16.0,5.0,0.36,8.0,2.0,2.0,0.4,21.0,1.0,0.0,14.0,0.0,17.84,14.5,3750.38,0.09,58.0,0.07,208.35,258.64,0.2,4.0,8.0,18.0,0.24,29.0,29.0,11.0,11.0,21.0,22.22,14.0,b'N'
4.0,9.0,4.0,0.0,6.0,12.0,5.0,0.33,4.0,3.0,3.0,0.6,17.0,5.0,1.0,15.0,1.0,26.04,12.0,3749.74,0.1,65.0,0.08,208.32,312.48,1.0,4.0,6.0,14.0,0.19,32.0,33.0,16.0,12.0,26.0,28.57,15.0,b'N'
5.0,13.0,7.0,0.0,3.0,22.0,7.0,0.18,10.0,2.2,7.0,1.0,31.0,5.0,0.0,39.0,1.0,93.84,6.44,3890.76,0.2,106.0,0.16,216.15,604.25,0.71,6.0,11.0,26.0,0.15,48.0,58.0,41.0,11.0,48.0,7.14,39.0,b'N'
1.0,3.0,2.0,16.0,0.0,4.0,2.0,0.08,2.0,2.0,2.0,1.0,21.0,1.0,0.0,9.0,1.0,103.2,5.62,3260.81,0.19,109.0,0.18,181.16,580.09,0.5,1.0,2.0,21.0,0.07,53.0,56.0,33.0,7.0,27.0,64.0,25.0,b'N'
0.0,21.0,0.0,0.0,1.0,22.0,11.0,0.79,2.0,11.0,1.0,0.09,24.0,11.0,1.0,14.0,1.0,44.3,8.75,3391.89,0.13,79.0,0.11,188.44,387.64,1.0,10.0,18.0,15.0,0.69,35.0,44.0,20.0,10.0,16.0,6.67,14.0,b'N'
6.0,7.0,16.0,0.0,3.0,8.0,4.0,0.14,4.0,2.0,4.0,1.0,30.0,1.0,0.0,28.0,2.0,101.03,5.96,3588.0,0.2,109.0,0.17,199.33,602.07,0.25,2.0,4.0,28.0,0.11,49.0,60.0,37.0,9.0,38.0,9.68,28.0,b'Y'
