LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
15.0,5.0,2.0,1.0,8.0,8.0,3.0,0.08,4.0,2.0,2.0,0.67,17.0,1.0,0.0,39.0,0.0,74.49,28.18,59167.8,0.7,334.0,0.04,3287.1,2099.32,0.33,2.0,4.0,16.0,0.05,153.0,181.0,57.0,21.0,64.0,18.75,40.0,1.0
19.0,19.0,7.0,0.0,8.0,36.0,10.0,0.2,18.0,2.0,10.0,1.0,45.0,3.0,0.22,49.0,1.0,81.98,25.56,53537.93,0.7,326.0,0.04,2974.33,2094.96,0.3,9.0,18.0,37.0,0.13,140.0,186.0,63.0,23.0,77.0,14.04,49.0,1.0
1.0,15.0,2.0,5.0,1.0,20.0,9.0,0.27,10.0,2.0,5.0,0.56,40.0,4.0,0.38,28.0,3.0,34.0,39.36,52659.86,0.45,223.0,0.03,2925.55,1338.0,0.44,5.0,10.0,33.0,0.25,95.0,128.0,35.0,29.0,36.0,17.65,33.0,1.0
7.0,11.0,4.0,0.0,7.0,18.0,6.0,0.17,8.0,2.25,5.0,0.83,29.0,4.0,0.6,35.0,0.0,63.04,29.85,56178.07,0.63,305.0,0.03,3121.0,1881.83,0.67,5.0,9.0,25.0,0.12,145.0,160.0,51.0,21.0,50.0,16.67,35.0,1.0
20.0,19.0,8.0,0.0,7.0,36.0,10.0,0.22,18.0,2.0,9.0,0.9,44.0,3.0,0.22,46.0,1.0,79.08,27.5,59806.2,0.72,335.0,0.04,3322.57,2174.77,0.3,9.0,18.0,36.0,0.14,143.0,192.0,65.0,25.0,74.0,13.21,46.0,1.0
18.0,11.0,8.0,0.0,7.0,20.0,6.0,0.15,10.0,2.0,6.0,1.0,30.0,3.0,0.4,40.0,2.0,55.79,31.11,53996.81,0.58,273.0,0.03,2999.82,1735.61,0.5,5.0,10.0,26.0,0.09,120.0,153.0,54.0,28.0,66.0,14.89,40.0,1.0
26.0,21.0,3.0,0.0,0.0,40.0,11.0,0.18,20.0,2.0,11.0,1.0,57.0,8.0,0.7,61.0,0.0,87.87,24.78,53973.44,0.73,359.0,0.04,2998.52,2177.73,0.73,10.0,20.0,48.0,0.13,158.0,201.0,51.0,16.0,88.0,0.0,61.0,1.0
14.0,11.0,1.0,2.0,16.0,20.0,6.0,0.14,10.0,2.0,3.0,0.5,28.0,1.0,0.0,40.0,0.0,35.84,38.68,53612.97,0.46,242.0,0.03,2978.5,1386.16,0.17,5.0,10.0,24.0,0.08,109.0,133.0,31.0,22.0,73.0,31.03,42.0,1.0
13.0,21.0,2.0,3.0,33.0,36.0,11.0,0.16,16.0,2.25,4.0,0.36,39.0,5.0,0.4,64.0,1.0,62.91,28.21,50051.79,0.59,284.0,0.04,2780.66,1774.41,0.45,10.0,18.0,30.0,0.1,130.0,154.0,53.0,23.0,114.0,36.0,67.0,1.0
17.0,17.0,4.0,0.0,3.0,32.0,9.0,0.23,16.0,2.0,5.0,0.56,40.0,1.0,0.0,40.0,0.0,48.28,31.25,47150.17,0.5,247.0,0.03,2619.45,1508.81,0.11,8.0,16.0,33.0,0.15,110.0,137.0,44.0,25.0,61.0,6.98,40.0,1.0
31.0,17.0,4.0,11.0,44.0,30.0,9.0,0.1,14.0,2.14,2.0,0.22,44.0,3.0,0.25,80.0,0.0,75.47,27.68,57833.24,0.7,318.0,0.04,3212.96,2089.21,0.33,8.0,15.0,37.0,0.05,126.0,192.0,66.0,29.0,167.0,40.74,91.0,0.0
19.0,15.0,3.0,2.0,38.0,28.0,8.0,0.13,14.0,2.0,2.0,0.25,36.0,4.0,0.43,62.0,0.0,42.11,37.19,58228.77,0.52,260.0,0.03,3234.93,1565.82,0.5,7.0,14.0,30.0,0.07,119.0,141.0,40.0,25.0,122.0,39.22,64.0,1.0
16.0,17.0,3.0,0.0,3.0,32.0,9.0,0.23,16.0,2.0,5.0,0.56,41.0,1.0,0.0,40.0,0.0,44.52,33.54,50068.96,0.5,247.0,0.03,2781.61,1492.97,0.11,8.0,16.0,34.0,0.15,110.0,137.0,41.0,25.0,60.0,6.98,40.0,1.0
1.0,20.0,5.0,2.0,1.0,28.0,12.0,0.27,14.0,2.0,9.0,0.75,51.0,7.0,0.55,43.0,0.0,45.6,33.68,51715.86,0.51,255.0,0.03,2873.1,1535.7,0.58,7.0,14.0,41.0,0.25,89.0,166.0,37.0,28.0,48.0,6.52,45.0,1.0
49.0,21.0,14.0,14.0,71.0,40.0,11.0,0.15,20.0,2.0,8.0,0.73,63.0,1.0,0.0,60.0,0.0,66.66,28.77,55178.46,0.64,294.0,0.03,3065.47,1917.93,0.09,10.0,20.0,54.0,0.06,125.0,169.0,63.0,29.0,195.0,58.62,74.0,0.0
5.0,23.0,9.0,1.0,1.0,44.0,12.0,0.24,22.0,2.0,9.0,0.75,61.0,10.0,0.82,50.0,2.0,55.26,29.75,48911.24,0.55,272.0,0.03,2717.29,1644.08,0.83,11.0,22.0,51.0,0.21,119.0,153.0,44.0,22.0,58.0,3.85,51.0,1.0
3.0,37.0,3.0,0.0,0.0,60.0,19.0,0.53,24.0,2.5,6.0,0.32,68.0,11.0,0.56,36.0,3.0,33.88,39.58,53092.15,0.45,232.0,0.03,2949.56,1341.28,0.58,18.0,30.0,51.0,0.48,95.0,137.0,30.0,25.0,40.0,0.0,36.0,1.0
9.0,11.0,3.0,0.0,10.0,20.0,6.0,0.18,10.0,2.0,3.0,0.5,24.0,3.0,0.4,33.0,1.0,43.84,34.34,51695.65,0.5,257.0,0.03,2871.98,1505.5,0.5,5.0,10.0,20.0,0.11,121.0,136.0,37.0,21.0,53.0,23.26,33.0,1.0
23.0,5.0,4.0,11.0,27.0,8.0,3.0,0.06,4.0,2.0,2.0,0.67,25.0,1.0,0.0,37.0,0.0,43.78,33.59,49408.04,0.49,248.0,0.03,2744.89,1470.82,0.33,2.0,4.0,24.0,0.03,111.0,137.0,38.0,23.0,99.0,50.67,48.0,0.0
3.0,37.0,3.0,0.0,0.0,56.0,19.0,0.7,20.0,2.8,3.0,0.16,62.0,17.0,0.89,27.0,0.0,28.02,46.1,59529.74,0.43,238.0,0.02,3307.21,1291.45,0.89,18.0,28.0,45.0,0.61,88.0,150.0,21.0,22.0,31.0,0.0,27.0,1.0
17.0,24.0,4.0,1.0,16.0,28.0,14.0,0.17,12.0,2.33,8.0,0.57,47.0,9.0,0.62,83.0,2.0,65.3,30.58,61049.26,0.67,295.0,0.03,3391.63,1996.61,0.64,8.0,14.0,35.0,0.12,119.0,176.0,72.0,37.0,118.0,17.0,84.0,1.0
20.0,11.0,10.0,0.0,30.0,18.0,6.0,0.12,8.0,2.25,4.0,0.67,38.0,3.0,0.4,49.0,1.0,49.49,31.02,47629.26,0.51,254.0,0.03,2646.07,1535.28,0.5,5.0,9.0,34.0,0.05,116.0,138.0,43.0,23.0,120.0,37.97,49.0,1.0
